time,pv,sp
1783.011,455,450
1783.996,455,450
1785.004,454,450
1786.003,454,450
1786.987,454,450
1788.001,453,450
1789.011,453,450
1789.998,453,450
1790.983,453,450
1791.995,453,450
1792.993,453,450
1794.007,453,450
1794.983,453,450
1795.982,453,450
1797.011,453,450
1797.994,453,450
1798.996,453,450
1799.982,453,450
1800.995,453,450
1802.008,453,450
1802.989,453,450
1803.987,453,450
1804.997,453,450
1806.011,453,450
1806.997,454,450
1808.011,454,450
1808.994,454,450
1810.007,454,450
1810.99,454,450
1812.003,454,450
1812.999,454,450
1814.013,454,450
1814.996,454,450
1816.008,454,450
1816.989,454,450
1818.006,454,450
1818.992,454,450
1820.002,454,450
1821.013,454,450
1821.995,454,450
1822.992,454,450
1823.989,454,450
1825.002,454,450
1825.984,454,450
1827.0,453,450
1828.013,453,450
1829.01,453,450
1829.991,453,450
1830.991,453,450
1832.002,453,450
1832.983,453,450
1833.995,453,450
1835.004,453,450
1835.986,453,450
1837.001,453,450
1837.984,453,450
1838.998,453,450
1840.013,453,450
1840.994,453,450
1842.009,453,450
1842.994,453,450
1843.994,453,450
1844.987,453,450
1846.004,453,450
1846.983,453,450
1847.999,453,450
1848.988,453,450
1849.986,454,450
1851.003,454,450
1851.987,454,450
1853.008,454,450
1853.996,454,450
1855.013,454,450
1855.982,454,450
1856.983,454,450
1857.985,454,450
1859.005,454,450
1859.99,454,450
1860.99,454,450
1861.991,454,450
1862.991,454,450
1863.99,454,450
1864.988,454,450
1866.005,454,450
1866.994,454,450
1867.997,454,450
1868.985,454,450
1870.004,454,450
1870.992,453,450
1872.005,453,450
1872.99,453,450
1874.008,453,450
1874.997,453,450
1875.982,453,450
1877.013,453,450
1877.999,453,450
1879.004,453,450
1879.987,453,450
1881.007,453,450
1882.007,453,450
1882.995,453,450
1883.984,453,450
1884.996,453,450
1886.009,453,450
1887.011,453,450
1888.007,453,450
1888.992,453,450
1889.984,452,450
1890.983,451,450
1892.009,451,450
1892.993,449,450
1894.013,448,450
1894.983,446,450
1895.993,444,450
1896.993,442,450
1898.01,439,450
1899.013,436,450
1899.998,432,450
1900.985,428,450
1901.987,421,450
1902.99,414,450
1904.009,406,450
1905.004,396,450
1906.005,387,450
1906.984,377,450
1907.987,366,450
1908.987,357,450
1909.985,346,450
1910.987,337,450
1911.985,328,450
1913.001,319,450
1913.988,308,450
1915.007,300,450
1915.992,293,450
1917.007,284,450
1918.006,278,450
1918.992,272,450
1919.994,267,450
1920.995,262,450
1921.997,257,450
1922.985,251,450
1923.985,244,450
1924.995,239,450
1926.009,235,450
1927.009,228,450
1928.008,223,450
1929.008,219,450
1929.995,212,450
1931.012,208,450
1931.995,204,450
1932.995,200,450
1933.997,195,450
1934.999,191,450
1936.002,187,450
1936.999,182,450
1938.0,177,450
1938.986,173,450
1939.998,169,450
1941.012,163,450
1941.999,159,450
1943.0,154,450
1944.0,150,450
1944.999,145,450
1945.985,140,450
1947.004,135,450
1948.008,130,450
1949.012,125,450
1950.001,120,450
1950.988,114,450
1951.99,110,450
1953.009,105,450
1953.997,100,450
1955.009,97,450
1956.01,92,450
1957.011,87,450
1957.995,83,450
1958.984,79,450
1959.986,75,450
1961.007,72,450
1962.004,67,450
1962.988,63,450
1963.991,60,450
1964.982,55,450
1965.994,51,450
1966.984,47,450
1968.004,43,450
1968.997,40,450
1969.987,34,450
1970.982,29,450
1971.993,26,450
1972.999,22,450
1974.012,16,450
1974.996,9,450
1975.999,5,450
1977.001,4,450
1977.996,4,450
1978.988,0,450
1980.003,-5,450
1980.989,-9,450
1982.004,-12,450
1982.988,-12,450
1983.989,-12,450
1984.986,-14,450
1986.004,-14,450
1986.986,-14,450
1988.004,-14,450
1989.006,-12,450
1990.006,-10,450
1991.006,-6,450
1992.009,-2,450
1992.993,3,450
1993.994,8,450
1994.983,12,450
1996.003,17,450
1996.989,22,450
1997.984,28,450
1998.984,34,450
2000.011,38,450
2000.997,43,450
2001.995,50,450
2002.997,56,450
2003.994,62,450
2005.013,67,450
2005.982,74,450
2007.0,81,450
2007.999,85,450
2008.985,92,450
2010.001,99,450
2010.985,102,450
2011.987,108,450
2012.991,114,450
2013.996,118,450
2015.01,125,450
2016.01,132,450
2017.009,136,450
2017.998,142,450
2018.983,146,450
2019.989,150,450
2020.993,156,450
2021.993,161,450
2023.0,166,450
2023.996,170,450
2025.009,174,450
2025.991,177,450
2027.007,180,450
2027.992,187,450
2028.982,190,450
2029.995,196,450
2030.993,201,450
2031.992,205,450
2033.012,211,450
2033.983,214,450
2034.985,218,450
2036.008,223,450
2036.991,227,450
2038.006,231,450
2039.005,237,450
2039.99,241,450
2041.008,246,450
2042.008,251,450
2042.991,257,450
2043.994,261,450
2044.995,267,450
2045.995,271,450
2047.014,277,450
2047.995,283,450
2048.998,288,450
2050.002,292,450
2050.987,298,450
2052.003,302,450
2052.988,308,450
2053.99,312,450
2054.991,318,450
2055.991,323,450
2056.994,329,450
2058.01,335,450
2058.991,339,450
2059.99,344,450
2061.005,349,450
2061.99,355,450
2062.988,359,450
2063.99,364,450
2065.01,368,450
2065.995,373,450
2066.997,378,450
2067.984,383,450
2068.991,388,450
2069.989,392,450
2071.008,396,450
2072.008,401,450
2072.993,405,450
2073.994,409,450
2075.009,414,450
2075.994,418,450
2076.991,424,450
2077.992,430,450
2079.008,434,450
2079.994,437,450
2081.013,440,450
2082.012,445,450
2083.013,447,450
2083.995,449,450
2085.002,449,450
2086.002,451,450
2086.99,451,450
2087.986,451,450
2088.991,451,450
2090.003,449,450
2090.989,448,450
2091.987,449,450
2093.005,449,450
2094.006,448,450
2095.009,447,450
2095.995,448,450
2097.012,449,450
2097.996,448,450
2099.013,447,450
2100.013,447,450
2100.983,447,450
2101.998,447,450
2102.985,448,450
2103.987,447,450
2104.986,448,450
2105.986,447,450
2106.989,447,450
2108.007,448,450
2108.995,447,450
2110.01,447,450
2110.994,448,450
2111.997,447,450
2112.998,447,450
2113.996,447,450
2114.983,447,450
2115.983,447,450
2117.002,448,450
2118.0,448,450
2118.986,449,450
2119.983,448,450
2120.998,448,450
2121.984,447,450
2122.986,447,450
2123.985,447,450
2124.998,447,450
2125.986,447,450
2127.005,448,450
2128.006,447,450
2129.01,447,450
2129.997,448,450
2131.013,447,450
2131.993,447,450
2133.008,447,450
2134.013,447,450
2135.008,447,450
2135.994,448,450
2137.01,447,450
2138.014,447,450
2138.982,447,450
2139.983,448,450
2140.998,448,450
2141.983,448,450
2142.982,447,450
2143.999,447,450
2145.002,447,450
2145.984,447,450
2146.994,448,450
2147.998,447,450
2148.996,447,450
2149.99,448,450
2150.989,447,450
2151.991,447,450
2152.991,448,450
2154.011,447,450
2154.993,447,450
2156.012,447,450
2156.996,447,450
2158.007,447,450
2158.99,448,450
2160.004,447,450
2161.006,448,450
2161.987,448,450
2162.982,447,450
2163.997,447,450
2165.009,448,450
2165.995,447,450
2166.994,448,450
2168.009,447,450
2169.01,447,450
2170.013,447,450
2170.995,447,450
2171.995,447,450
2172.995,448,450
2173.995,448,450
2174.995,448,450
2176.011,449,450
2176.997,448,450
2177.982,447,450
2178.998,447,450
2180.013,447,450
2181.014,448,450
2182.013,448,450
2183.0,448,450
2183.997,447,450
2184.997,447,450
2185.999,447,450
2186.984,447,450
2187.984,447,450
2188.983,448,450
2189.984,448,450
2191.003,447,450
2192.001,448,450
2192.987,447,450
2194.007,447,450
2194.99,447,450
2195.987,447,450
2196.991,448,450
2197.992,448,450
2198.994,447,450
2199.993,448,450
2201.011,448,450
2201.997,448,450
2202.995,447,450
2203.997,447,450
2205.007,447,450
2206.006,447,450
2206.994,447,450
2207.993,447,450
2208.99,448,450
2209.988,448,450
2210.988,447,450
2211.998,448,450
2212.999,447,450
2214.001,447,450
2215.001,448,450
2215.984,448,450
2217.001,448,450
2217.986,448,450
2218.987,448,450
2220.0,447,450
2220.985,447,450
2221.986,448,450
2222.991,448,450
2223.99,448,450
2224.989,447,450
2226.007,447,450
2226.992,448,450
2227.99,447,450
2228.995,447,450
2229.995,448,450
2230.996,448,450
2231.999,447,450
2232.997,447,450
2233.995,447,450
2234.997,447,450
2236.0,448,450
2236.983,447,450
2237.984,448,450
2238.995,448,450
2240.009,448,450
2241.009,448,450
2242.009,447,450
2242.995,448,450
2244.007,448,450
2245.006,447,450
2245.99,447,450
2246.992,448,450
2247.993,447,450
2248.994,447,450
2249.995,448,450
2250.999,447,450
2251.986,447,450
2253.004,447,450
2253.99,447,450
2255.001,447,450
2255.985,448,450
2256.986,448,450
2258.007,448,450
2259.006,448,450
2259.987,447,450
2260.985,448,450
2261.983,448,450
2262.987,449,450
2263.986,448,450
