time,pv,sp
130.001,378,450
130.985,382,450
132.002,385,450
132.989,388,450
134.005,392,450
135.004,395,450
136.001,398,450
136.986,401,450
137.988,403,450
139.007,405,450
140.003,407,450
141.009,409,450
142.009,411,450
142.995,413,450
143.995,414,450
145.013,416,450
146.015,418,450
147.014,419,450
148.011,420,450
148.996,422,450
149.997,423,450
151.014,424,450
151.997,426,450
153.016,426,450
154.004,428,450
155.005,428,450
155.999,430,450
157.015,431,450
158.0,432,450
159.001,432,450
159.989,433,450
161.006,434,450
161.991,434,450
162.991,435,450
163.993,436,450
164.995,436,450
165.995,436,450
167.015,437,450
168.001,438,450
168.986,438,450
170.015,438,450
171.016,439,450
172.004,439,450
173.006,439,450
174.009,439,450
174.995,439,450
176.013,440,450
176.995,441,450
177.999,441,450
178.998,441,450
179.991,441,450
180.993,441,450
181.997,441,450
182.997,442,450
183.997,442,450
185.013,442,450
186.007,442,450
187.009,442,450
188.012,442,450
188.994,442,450
190.011,442,450
190.998,442,450
192.015,442,450
192.998,442,450
193.999,442,450
195.016,443,450
195.988,443,450
196.99,443,450
198.009,443,450
199.011,443,450
199.992,443,450
201.009,443,450
201.997,443,450
203.017,443,450
203.987,443,450
205.002,443,450
205.99,443,450
206.991,443,450
207.994,443,450
208.992,443,450
209.993,443,450
210.995,443,450
212.014,443,450
212.996,443,450
214.0,443,450
215.01,443,450
216.007,443,450
216.99,443,450
218.006,443,450
219.004,443,450
219.992,443,450
220.995,443,450
221.996,443,450
222.997,443,450
224.001,443,450
224.987,443,450
226.017,443,450
227.018,443,450
228.005,443,450
229.005,443,450
229.999,443,450
230.994,443,450
231.994,443,450
232.997,443,450
233.994,443,450
234.996,443,450
235.999,443,450
237.0,443,450
238.0,443,450
239.012,443,450
240.007,443,450
241.008,443,450
242.005,443,450
243.008,443,450
243.992,443,450
244.987,443,450
246.017,443,450
247.002,443,450
248.004,443,450
248.991,443,450
250.007,443,450
250.993,443,450
251.994,443,450
252.994,443,450
253.994,443,450
254.996,443,450
256.014,443,450
257.016,443,450
258.005,443,450
259.001,443,450
260.014,443,450
261.015,443,450
262.0,443,450
263.002,443,450
264.001,443,450
265.005,443,450
265.989,443,450
266.99,443,450
267.993,443,450
268.994,443,450
269.994,443,450
270.998,443,450
272.001,443,450
273.004,443,450
273.99,443,450
275.001,443,450
276.017,443,450
277.004,443,450
277.988,443,450
279.006,443,450
279.99,443,450
280.993,443,450
282.011,443,450
283.012,443,450
284.014,443,450
284.999,443,450
286.001,443,450
287.018,443,450
288.017,443,450
289.004,443,450
289.997,443,450
290.997,443,450
292.014,443,450
293.014,443,450
294.014,443,450
295.016,443,450
296.016,443,450
297.0,443,450
298.0,443,450
299.014,443,450
299.992,443,450
300.994,443,450
302.012,443,450
302.994,443,450
303.995,443,450
304.99,443,450
305.994,443,450
306.991,443,450
307.994,443,450
308.996,443,450
309.999,443,450
311.016,443,450
312.017,443,450
313.002,443,450
314.003,443,450
314.989,443,450
316.007,443,450
317.01,443,450
317.995,443,450
318.996,443,450
320.011,443,450
321.014,443,450
322.017,443,450
323.002,443,450
324.004,443,450
324.991,443,450
326.01,443,450
326.996,444,450
327.998,444,450
328.994,444,450
329.995,444,450
331.01,444,450
331.993,444,450
332.993,444,450
334.012,444,450
335.011,444,450
336.006,444,450
336.989,444,450
338.007,444,450
339.009,444,450
340.008,444,450
341.01,444,450
341.994,444,450
343.01,444,450
344.008,444,450
345.008,444,450
345.994,445,450
347.015,445,450
348.0,445,450
349.001,445,450
350.014,445,450
351.001,445,450
352.017,445,450
353.002,445,450
353.99,445,450
355.009,445,450
356.008,445,450
356.997,445,450
357.996,445,450
359.009,445,450
359.986,445,450
360.988,445,450
361.99,445,450
363.008,445,450
363.993,445,450
364.989,445,450
365.989,445,450
367.017,445,450
368.011,445,450
369.013,445,450
370.012,445,450
370.995,445,450
372.01,445,450
373.012,445,450
374.013,445,450
375.014,445,450
375.997,445,450
377.014,445,450
377.998,445,450
379.017,445,450
380.015,445,450
380.997,445,450
382.014,445,450
382.998,445,450
384.002,445,450
384.987,445,450
385.991,445,450
386.994,445,450
388.009,445,450
389.008,445,450
390.008,445,450
390.993,445,450
391.993,445,450
392.995,445,450
393.996,445,450
394.993,445,450
395.994,445,450
396.991,445,450
398.006,445,450
398.991,445,450
399.998,445,450
400.997,445,450
401.999,445,450
403.014,445,450
404.0,445,450
405.001,445,450
406.016,445,450
407.016,445,450
408.001,445,450
409.002,445,450
410.014,445,450
411.014,445,450
411.999,445,450
413.014,445,450
413.997,445,450
414.996,445,450
416.013,445,450
416.996,445,450
417.995,445,450
418.994,445,450
420.015,445,450
421.001,445,450
421.988,445,450
422.988,445,450
423.993,445,450
425.004,445,450
426.004,445,450
427.0,445,450
427.989,445,450
428.991,445,450
430.009,445,450
431.009,445,450
432.01,445,450
433.011,445,450
434.014,445,450
435.015,445,450
436.009,445,450
436.997,445,450
438.012,445,450
439.009,445,450
439.989,445,450
440.989,445,450
442.005,445,450
442.987,445,450
443.987,444,450
444.997,443,450
445.994,443,450
447.009,442,450
448.005,441,450
449.001,439,450
449.995,438,450
450.992,436,450
452.01,433,450
452.993,429,450
454.007,424,450
455.0,420,450
456.011,414,450
456.989,414,450
457.993,406,450
458.996,397,450
459.997,387,450
461.013,377,450
462.012,365,450
463.014,354,450
464.003,342,450
464.989,332,450
466.005,318,450
466.99,306,450
468.007,296,450
469.008,288,450
469.988,279,450
471.005,272,450
471.989,266,450
472.991,258,450
473.992,253,450
474.995,247,450
475.996,243,450
477.014,238,450
478.011,234,450
479.009,227,450
479.988,222,450
481.004,218,450
482.005,213,450
482.987,209,450
483.991,205,450
485.005,200,450
485.987,196,450
486.989,191,450
487.987,187,450
488.987,182,450
489.987,177,450
490.986,173,450
492.002,168,450
493.003,163,450
494.016,159,450
495.016,153,450
495.986,149,450
497.004,144,450
498.005,139,450
499.002,135,450
500.0,129,450
501.001,124,450
501.986,120,450
503.0,114,450
504.002,110,450
505.018,104,450
505.987,100,450
506.988,94,450
507.993,92,450
508.996,87,450
509.997,84,450
510.992,81,450
511.994,75,450
512.995,72,450
513.996,69,450
515.011,65,450
516.011,62,450
517.012,56,450
517.995,53,450
518.988,50,450
519.988,44,450
521.004,40,450
521.998,35,450
522.995,31,450
524.013,26,450
525.016,23,450
526.003,19,450
526.998,12,450
528.0,8,450
528.986,-8,450
530.015,-9,450
531.011,-9,450
532.013,-12,450
532.998,-13,450
534.002,-14,450
535.002,-12,450
535.988,-10,450
536.989,-8,450
537.992,-4,450
539.009,1,450
540.004,4,450
541.007,8,450
542.007,10,450
542.991,14,450
543.991,20,450
545.005,26,450
546.007,31,450
547.009,35,450
547.989,40,450
548.993,46,450
549.995,53,450
550.996,61,450
551.996,67,450
552.996,74,450
553.999,81,450
554.986,85,450
556.001,92,450
557.001,95,450
557.986,100,450
559.002,107,450
560.012,110,450
560.996,116,450
561.994,123,450
562.997,126,450
563.998,133,450
565.001,136,450
566.002,142,450
567.001,148,450
567.999,151,450
569.016,157,450
570.002,161,450
570.987,164,450
572.016,168,450
573.002,174,450
574.0,178,450
575.014,182,450
576.01,188,450
576.995,192,450
578.009,198,450
578.994,201,450
579.993,205,450
580.991,209,450
581.991,215,450
583.007,218,450
583.993,222,450
585.011,227,450
586.012,233,450
586.996,236,450
588.013,240,450
589.017,244,450
590.014,251,450
591.004,257,450
591.987,262,450
593.007,266,450
593.991,272,450
594.994,276,450
595.998,282,450
596.989,285,450
598.006,290,450
598.991,294,450
599.991,300,450
601.015,306,450
601.993,311,450
603.008,316,450
603.989,316,450
604.992,321,450
605.989,327,450
607.009,333,450
608.003,338,450
608.995,343,450
610.013,347,450
611.015,353,450
612.002,357,450
613.012,362,450
613.999,366,450
614.991,371,450
615.991,375,450
617.0,380,450
618.017,385,450
618.986,390,450
620.001,394,450
621.012,398,450
622.009,403,450
622.994,407,450
623.991,411,450
625.009,416,450
626.012,422,450
627.015,428,450
628.017,431,450
628.999,437,450
630.013,441,450
630.997,447,450
632.013,450,450
633.013,452,450
634.014,453,450
634.994,455,450
636.013,455,450
637.012,455,450
637.997,455,450
639.011,453,450
640.012,452,450
640.995,451,450
642.013,451,450
642.999,449,450
644.016,449,450
644.996,447,450
646.016,447,450
647.0,447,450
647.986,448,450
649.004,449,450
650.002,449,450
651.001,449,450
651.988,449,450
652.988,449,450
653.986,449,450
655.005,449,450
655.987,449,450
657.005,449,450
658.005,449,450
659.007,449,450
660.014,449,450
660.998,449,450
662.0,449,450
663.001,449,450
663.987,449,450
664.999,449,450
665.997,449,450
666.999,449,450
668.015,449,450
668.996,449,450
669.996,449,450
671.013,449,450
672.0,449,450
673.001,449,450
674.014,449,450
675.017,449,450
675.986,449,450
676.989,449,450
677.988,449,450
679.008,449,450
679.991,449,450
681.011,449,450
681.995,449,450
683.013,449,450
684.014,449,450
684.998,449,450
686.011,449,450
687.011,449,450
687.994,449,450
688.994,449,450
690.0,449,450
691.001,450,450
692.011,450,450
693.012,449,450
693.997,449,450
695.008,449,450
696.006,449,450
696.992,449,450
697.99,449,450
699.004,449,450
699.99,449,450
700.992,449,450
702.005,449,450
702.993,449,450
703.995,449,450
704.999,449,450
705.998,449,450
706.999,449,450
708.001,449,450
709.018,449,450
709.998,449,450
710.997,449,450
711.999,449,450
713.002,449,450
714.001,449,450
715.015,449,450
715.999,449,450
716.999,449,450
717.998,449,450
719.014,449,450
720.008,449,450
721.009,449,450
721.991,449,450
723.005,449,450
723.99,449,450
725.002,449,450
726.016,449,450
727.0,449,450
728.015,449,450
728.997,449,450
729.996,449,450
731.013,449,450
732.002,449,450
732.986,449,450
734.005,449,450
735.005,449,450
735.991,449,450
737.009,449,450
738.008,449,450
738.991,449,450
740.005,449,450
741.008,449,450
741.994,449,450
742.993,449,450
743.995,449,450
744.996,449,450
745.997,449,450
746.995,449,450
748.014,449,450
749.0,449,450
750.013,449,450
750.999,449,450
752.002,449,450
753.004,449,450
753.989,449,450
755.018,449,450
756.004,449,450
757.006,449,450
758.01,449,450
758.989,449,450
759.993,449,450
760.995,449,450
761.997,449,450
763.0,449,450
764.014,449,450
765.001,449,450
765.989,449,450
766.991,449,450
767.993,449,450
769.013,449,450
769.994,449,450
770.997,449,450
772.013,449,450
773.0,449,450
774.002,449,450
775.004,449,450
776.004,449,450
777.006,449,450
778.007,449,450
778.994,449,450
779.998,449,450
780.997,449,450
782.001,449,450
783.001,449,450
784.016,449,450
784.998,449,450
785.997,449,450
787.015,449,450
787.996,449,450
788.994,449,450
789.995,449,450
790.997,449,450
791.996,449,450
792.998,449,450
794.016,449,450
795.017,449,450
796.013,449,450
796.999,449,450
797.999,449,450
799.016,449,450
799.993,449,450
800.994,449,450
802.012,449,450
802.998,449,450
804.0,449,450
804.999,449,450
806.013,449,450
807.015,449,450
808.001,449,450
808.989,449,450
810.01,449,450
810.993,449,450
812.004,449,450
812.99,449,450
813.993,449,450
815.005,449,450
815.989,449,450
817.007,449,450
818.01,449,450
818.996,449,450
819.993,449,450
820.996,449,450
822.015,449,450
823.015,449,450
824.002,449,450
825.0,449,450
826.0,449,450
827.002,449,450
827.987,449,450
829.002,449,450
830.01,449,450
831.01,449,450
832.012,449,450
833.012,449,450
834.014,449,450
835.0,449,450
835.997,449,450
837.014,449,450
838.016,449,450
839.017,449,450
840.011,449,450
841.008,448,450
842.004,447,450
842.994,447,450
844.004,446,450
844.986,445,450
846.01,444,450
846.993,443,450
848.009,441,450
849.008,438,450
849.989,436,450
850.989,432,450
852.0,428,450
852.995,422,450
854.015,414,450
855.014,407,450
856.01,397,450
857.008,387,450
857.988,376,450
858.988,365,450
859.988,354,450
861.003,343,450
862.003,332,450
862.988,322,450
864.005,313,450
865.004,305,450
866.007,296,450
866.995,289,450
868.011,283,450
868.995,276,450
869.996,276,450
870.993,267,450
871.999,261,450
873.015,256,450
874.016,247,450
874.995,242,450
876.011,235,450
877.014,228,450
878.014,223,450
879.0,219,450
880.016,214,450
880.986,210,450
882.016,206,450
883.002,202,450
884.004,197,450
885.006,192,450
885.994,188,450
886.996,184,450
888.014,179,450
889.0,174,450
890.012,170,450
891.004,165,450
891.999,161,450
892.991,156,450
894.013,151,450
895.004,147,450
895.987,142,450
896.99,137,450
897.987,133,450
898.99,127,450
899.987,122,450
900.987,117,450
902.003,112,450
902.989,108,450
904.01,103,450
905.008,100,450
906.005,97,450
906.99,92,450
907.992,87,450
908.991,84,450
909.988,81,450
910.993,77,450
912.013,72,450
912.997,67,450
913.998,63,450
915.002,57,450
915.985,54,450
917.003,50,450
918.0,46,450
919.002,43,450
919.997,37,450
921.012,31,450
921.992,27,450
922.992,22,450
924.007,15,450
925.007,13,450
926.008,10,450
926.993,9,450
928.009,8,450
928.993,9,450
929.995,10,450
930.995,14,450
932.012,16,450
932.995,18,450
933.996,22,450
935.008,25,450
936.007,30,450
936.992,32,450
938.012,36,450
938.996,39,450
939.993,44,450
941.012,48,450
942.012,51,450
943.011,57,450
943.995,63,450
945.015,68,450
945.999,73,450
947.001,79,450
947.987,83,450
949.003,88,450
949.986,94,450
951.001,101,450
952.007,105,450
952.992,112,450
954.008,117,450
954.993,122,450
956.01,128,450
956.994,133,450
957.994,139,450
959.011,143,450
960.004,148,450
961.002,151,450
961.987,156,450
963.016,161,450
964.002,164,450
965.0,171,450
966.018,175,450
967.016,179,450
967.998,185,450
969.0,189,450
970.001,196,450
970.997,200,450
972.015,203,450
973.016,208,450
974.001,213,450
975.001,217,450
975.987,221,450
976.987,226,450
978.017,230,450
979.001,233,450
980.014,239,450
981.0,243,450
982.017,247,450
983.006,252,450
984.007,258,450
984.991,262,450
986.011,268,450
986.997,271,450
988.017,278,450
988.989,278,450
990.006,288,450
990.99,288,450
992.006,292,450
993.005,298,450
994.005,302,450
995.015,308,450
995.996,313,450
997.013,319,450
998.014,324,450
998.997,331,450
999.996,337,450
1001.008,342,450
1002.007,347,450
1003.008,352,450
1003.992,357,450
1004.994,362,450
1006.012,366,450
1007.013,371,450
1008.011,376,450
1009.011,380,450
1010.006,384,450
1010.994,389,450
1011.994,393,450
1013.012,398,450
1014.013,403,450
1015.014,407,450
1015.999,411,450
1017.0,416,450
1017.986,419,450
1019.002,425,450
1020.009,429,450
1021.006,433,450
1022.005,439,450
1022.992,443,450
1023.991,447,450
1024.988,452,450
1025.988,457,450
1027.002,459,450
1027.986,461,450
1029.005,462,450
1029.99,464,450
1030.988,464,450
1032.003,464,450
1033.007,464,450
1034.007,462,450
1034.989,463,450
1035.991,464,450
1036.99,464,450
1037.988,462,450
1039.003,461,450
1040.0,462,450
1040.999,461,450
1042.001,461,450
1042.986,461,450
1044.017,461,450
1045.016,461,450
1045.986,461,450
1046.987,461,450
1047.987,461,450
1049.001,461,450
1050.002,461,450
1050.987,461,450
1052.002,461,450
1052.988,461,450
1053.989,461,450
1055.016,461,450
1056.015,461,450
1056.998,461,450
1057.998,461,450
1059.0,461,450
1060.004,461,450
1060.999,461,450
1061.998,461,450
1063.0,461,450
1064.002,461,450
1065.002,461,450
1066.002,461,450
1067.017,461,450
1068.003,461,450
1069.002,461,450
1070.014,461,450
1070.997,461,450
1072.015,461,450
1072.998,461,450
1073.986,461,450
1074.988,461,450
1075.988,461,450
1077.002,461,450
1078.004,461,450
1078.989,461,450
1079.985,461,450
1081.0,461,450
1081.987,461,450
1083.003,461,450
1083.988,461,450
1085.001,461,450
1086.002,461,450
1086.988,461,450
1088.004,461,450
1088.987,461,450
1090.006,461,450
1091.004,461,450
1092.002,461,450
1093.017,461,450
1094.0,460,450
1095.017,461,450
1096.0,460,450
1097.017,460,450
1098.0,461,450
1099.0,460,450
1099.991,459,450
1101.01,460,450
1102.009,460,450
1103.012,461,450
1103.998,461,450
1105.015,461,450
1105.998,461,450
1106.998,461,450
1108.015,460,450
1109.016,461,450
1110.016,460,450
1110.986,460,450
1112.002,461,450
1113.005,461,450
1113.988,461,450
1115.015,461,450
1116.015,460,450
1117.016,459,450
1118.015,459,450
1118.997,460,450
1120.012,460,450
1121.009,461,450
1121.993,460,450
1123.009,460,450
1123.994,460,450
1125.012,460,450
1125.997,461,450
1127.012,460,450
1128.012,459,450
1129.015,460,450
1129.991,459,450
1131.007,459,450
1132.006,460,450
1133.008,460,450
1133.99,461,450
1135.006,460,450
1136.008,460,450
1136.994,460,450
1138.012,459,450
1139.014,459,450
1140.012,460,450
1141.009,459,450
1141.993,459,450
1142.992,460,450
1143.993,460,450
1145.009,459,450
1145.996,460,450
1146.995,460,450
1147.996,459,450
1148.996,459,450
1150.01,459,450
1151.009,460,450
1151.989,460,450
1152.989,460,450
1154.008,460,450
1154.992,460,450
1156.01,459,450
1157.011,459,450
1158.012,459,450
1158.995,459,450
1159.991,459,450
1160.991,459,450
1161.993,459,450
1163.008,460,450
1163.993,459,450
1164.996,459,450
1165.999,459,450
1166.997,459,450
1167.995,459,450
1168.997,459,450
1169.996,459,450
1171.006,459,450
1172.005,459,450
1173.002,459,450
1174.001,459,450
1174.995,459,450
1176.01,459,450
1177.01,459,450
1178.011,459,450
1178.994,459,450
1180.01,459,450
1180.993,459,450
1181.993,459,450
1183.007,459,450
1184.01,459,450
1185.011,459,450
1185.995,459,450
1186.997,459,450
1187.998,459,450
1189.015,459,450
1190.008,459,450
1191.006,459,450
1191.987,459,450
1193.018,459,450
1194.017,459,450
1194.999,459,450
1195.999,459,450
1197.018,459,450
1197.989,459,450
1198.988,459,450
1200.002,459,450
1200.99,459,450
1202.007,459,450
1202.99,459,450
1203.989,459,450
1204.986,459,450
1205.987,459,450
1207.002,459,450
1208.017,459,450
1208.986,459,450
1210.004,459,450
1211.015,459,450
1211.995,459,450
1213.012,459,450
1214.014,459,450
1214.998,459,450
1215.996,459,450
1216.996,459,450
1218.015,459,450
1218.998,459,450
1219.994,459,450
1221.013,459,450
1221.997,459,450
1223.001,459,450
1224.018,459,450
1224.987,459,450
1225.988,459,450
1227.003,459,450
1228.004,459,450
1229.004,459,450
1229.989,459,450
1230.991,459,450
1232.008,458,450
1233.007,459,450
1233.993,459,450
1234.99,459,450
1236.017,459,450
1236.986,458,450
1237.986,459,450
1239.015,459,450
1240.014,459,450
1240.998,459,450
1241.995,459,450
1242.992,459,450
1243.987,459,450
1245.002,459,450
1246.018,458,450
1247.004,459,450
1248.003,459,450
1248.986,459,450
1249.999,459,450
1250.999,459,450
1252.017,459,450
1253.0,459,450
1254.0,458,450
1255.0,459,450
1256.017,458,450
1257.004,459,450
1258.002,459,450
1258.989,459,450
1259.999,459,450
1261.014,459,450
1261.997,459,450
1263.012,458,450
1264.01,459,450
1265.004,459,450
1265.987,458,450
1267.004,458,450
1267.988,458,450
1269.001,459,450
1270.016,458,450
1271.014,458,450
1271.994,459,450
1272.992,458,450
1273.989,459,450
1274.986,458,450
1276.0,458,450
1277.0,458,450
1278.005,458,450
1279.005,458,450
1280.002,459,450
1281.016,458,450
1281.988,458,450
1282.991,459,450
1283.992,458,450
1284.991,458,450
1286.01,458,450
1286.995,459,450
1287.996,458,450
1288.997,458,450
1290.014,458,450
1291.015,458,450
1291.996,458,450
1292.99,458,450
1293.987,459,450
1294.998,458,450
1296.016,457,450
1297.015,458,450
1297.999,458,450
1298.985,458,450
1300.001,458,450
1301.0,457,450
1301.998,458,450
1303.016,458,450
1304.015,458,450
1305.016,458,450
1306.016,458,450
1307.002,457,450
1307.987,458,450
1309.016,457,450
1310.015,458,450
1310.997,458,450
1312.012,458,450
1313.011,457,450
1314.011,458,450
1314.997,457,450
1315.997,457,450
1317.016,458,450
1317.999,457,450
1319.0,458,450
1320.012,458,450
1320.988,458,450
1321.993,457,450
1322.993,458,450
1323.998,458,450
1324.987,457,450
1326.004,457,450
1326.992,457,450
1328.01,457,450
1329.009,457,450
1329.994,455,450
1330.994,455,450
1331.993,453,450
1332.987,451,450
1334.001,449,450
1335.017,447,450
1335.986,445,450
1336.987,441,450
1337.985,438,450
1339.003,432,450
1339.996,428,450
1340.995,422,450
1342.01,415,450
1343.01,407,450
1344.01,399,450
1344.995,392,450
1345.993,383,450
1347.01,373,450
1347.994,364,450
1348.991,355,450
1350.006,345,450
1350.993,338,450
1351.992,329,450
1352.993,321,450
1354.01,312,450
1355.005,304,450
1355.99,297,450
1356.99,291,450
1357.988,283,450
1359.004,277,450
1359.99,272,450
1361.01,264,450
1361.992,257,450
1362.99,252,450
1364.005,247,450
1364.991,240,450
1366.004,237,450
1367.016,230,450
1368.008,223,450
1369.003,219,450
1370.016,215,450
1370.992,209,450
1371.992,205,450
1372.996,201,450
1373.998,197,450
1375.009,193,450
1375.992,188,450
1376.992,185,450
1378.005,180,450
1379.012,176,450
1379.994,172,450
1380.992,167,450
1382.002,163,450
1382.999,158,450
1383.999,153,450
1385.01,149,450
1385.996,144,450
1387.011,139,450
1387.992,135,450
1389.006,129,450
1390.017,125,450
1391.01,120,450
1391.998,115,450
1392.998,110,450
1393.997,104,450
1395.012,100,450
1395.995,98,450
1397.01,94,450
1397.993,89,450
1399.006,87,450
1400.017,81,450
1401.018,75,450
1402.014,73,450
1403.017,67,450
1403.991,62,450
1405.005,58,450
1405.989,53,450
1407.004,49,450
1408.004,46,450
1408.986,42,450
1410.002,38,450
1411.002,32,450
1411.999,29,450
1412.998,25,450
1414.015,22,450
1415.01,15,450
1415.996,9,450
1417.015,5,450
1418.0,3,450
1419.016,-6,450
1419.998,-11,450
1421.002,-12,450
1421.989,-14,450
1423.017,-13,450
1424.015,-14,450
1425.014,-12,450
1425.998,-10,450
1427.015,-9,450
1427.999,-6,450
1429.012,-4,450
1429.992,-4,450
1431.01,-1,450
1432.009,3,450
1432.992,8,450
1433.992,14,450
1435.005,17,450
1436.003,23,450
1437.003,27,450
1438.0,33,450
1439.016,40,450
1440.004,44,450
1440.987,50,450
1442.002,57,450
1443.016,64,450
1444.015,68,450
1444.994,75,450
1446.008,81,450
1447.008,86,450
1448.007,92,450
1449.006,96,450
1449.99,100,450
1450.987,107,450
1452.018,111,450
1453.015,114,450
1453.985,121,450
1454.989,125,450
1455.989,132,450
1457.007,135,450
1458.006,138,450
1458.988,145,450
1460.009,149,450
1460.991,154,450
1461.992,159,450
1462.993,163,450
1464.008,169,450
1465.007,173,450
1465.992,177,450
1466.993,181,450
1467.992,185,450
1468.989,189,450
1469.99,195,450
1470.992,199,450
1472.002,203,450
1472.987,207,450
1474.004,213,450
1475.017,217,450
1476.002,221,450
1477.017,226,450
1478.003,230,450
1479.007,234,450
1480.008,240,450
1480.988,244,450
1481.989,250,450
1483.003,257,450
1483.986,262,450
1484.987,266,450
1485.988,273,450
1487.003,277,450
1487.99,282,450
1488.991,286,450
1490.001,291,450
1491.017,295,450
1491.988,301,450
1492.992,307,450
1494.01,312,450
1495.013,317,450
1496.0,322,450
1497.0,328,450
1497.985,333,450
1498.986,338,450
1499.994,343,450
1500.992,348,450
1502.009,353,450
1503.009,358,450
1503.994,362,450
1505.005,366,450
1506.007,371,450
1507.009,375,450
1507.996,380,450
1509.009,384,450
1510.01,388,450
1510.995,393,450
1511.996,398,450
1513.011,403,450
1513.991,407,450
1514.991,411,450
1516.008,414,450
1516.99,418,450
1518.008,424,450
1518.992,428,450
1520.007,432,450
1521.005,436,450
1522.008,439,450
1523.009,441,450
1523.993,441,450
1524.992,443,450
1525.993,441,450
1527.009,441,450
1527.993,440,450
1528.991,439,450
1530.011,439,450
1531.0,439,450
1532.015,439,450
1533.0,439,450
1533.985,439,450
1535.012,440,450
1536.013,439,450
1537.016,439,450
1537.998,439,450
1539.015,439,450
1540.0,439,450
1541.0,439,450
1542.015,439,450
1542.999,439,450
1544.01,440,450
1544.996,439,450
1545.994,440,450
1547.007,439,450
1548.007,439,450
1548.99,439,450
1550.0,439,450
1551.016,439,450
1552.015,439,450
1552.997,439,450
1554.012,439,450
1555.015,440,450
1556.015,439,450
1557.001,439,450
1558.016,439,450
1559.004,439,450
1560.0,439,450
1561.016,439,450
1562.0,439,450
1563.0,439,450
1563.987,439,450
1565.017,439,450
1565.999,439,450
1567.003,439,450
1568.016,439,450
1569.012,439,450
1569.995,439,450
1570.997,439,450
1572.0,439,450
1573.0,439,450
1574.01,440,450
1575.01,439,450
1576.012,439,450
1576.996,439,450
1578.01,439,450
1578.997,439,450
1580.01,439,450
1580.996,439,450
1582.013,439,450
1583.014,439,450
1583.999,439,450
1585.001,439,450
1586.004,439,450
1586.987,439,450
1588.005,439,450
1588.992,439,450
1589.992,439,450
1590.989,439,450
1592.003,439,450
1592.99,440,450
1593.992,440,450
1594.987,439,450
1596.0,439,450
1597.003,439,450
1598.005,439,450
1599.004,439,450
1600.008,439,450
1600.993,439,450
1602.01,439,450
1603.008,439,450
1603.989,439,450
1604.991,440,450
1606.008,440,450
1606.99,439,450
1607.991,439,450
1609.008,439,450
1609.987,439,450
1611.017,439,450
1611.987,440,450
1613.003,440,450
1613.989,439,450
1615.004,439,450
1616.005,439,450
1617.006,439,450
1618.006,440,450
1618.99,439,450
1619.997,439,450
1620.996,439,450
1622.012,439,450
1622.993,439,450
1623.993,439,450
1625.006,440,450
1626.008,439,450
1627.006,440,450
1628.001,439,450
1629.004,439,450
1629.988,439,450
1631.016,439,450
1631.998,439,450
1632.995,439,450
1634.007,440,450
1634.992,440,450
1635.994,440,450
1637.011,439,450
1637.997,440,450
1639.014,439,450
1639.992,439,450
1640.99,439,450
1642.009,439,450
1642.993,439,450
1643.993,439,450
1645.009,439,450
1646.007,439,450
1646.993,439,450
1648.005,440,450
1648.988,440,450
1649.992,440,450
1651.01,439,450
1651.992,439,450
1652.994,439,450
1653.995,439,450
1655.008,440,450
1656.006,439,450
1656.991,440,450
1657.989,439,450
1658.99,439,450
